"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JQXVUNXV","journalArticle","2016","Gao, Xueping; Xu, Liping; Zhang, Chen","Estimating renewal timescales with residence time and connectivity in an urban man-made lake in China","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","","0944-1344","10.1007/s11356-016-6569-5","","Residence times and connectivity are computed for 12 subregions in an urban man-made lake in China using a high-resolution tracer-transport model. The renewal timescales are explicitly defined and computed for two groups of four freshwater inflow scenarios related to water diversion projects. First, the timescale values are computed and compared using different computational criteria for the upper limit of integration in the residence time equation. The sensitivity analysis suggests that a calculation time of 300 days is necessary to satisfy the relative error (0.001) and 5 % cutoff value criteria. Secondly, the residence times can range from 1.5 to 102 and 1.0 to 66 days under low and high flow conditions, respectively. Water in the inner lake would reside in the lake for less than 66 days prior to exiting the region of interest. The timescale values can be applied to impact studies that investigate the extent of sudden water pollution events that initially affect a subdomain of a lake. Finally, the lacustrine residence times are decomposed into the different subregion residence times, resulting in a connectivity matrix. This matrix can illustrate preferential connections among the individual subregions and reveal hidden patterns relating to local hydrodynamics in the lake.","2016-07","2021-10-08 06:36:28","2021-10-08 13:19:32","","13973-13983","","14","23","","","","","","","","","","","","","","WOS:000379553500035","","","","<p>使用高分辨率示踪剂传输模型计算了中国城市人造湖中 12 个子区域的停留时间和连通性。对于与调水项目相关的两组四个淡水流入情景，明确定义和计算更新时间尺度。首先，使用停留时间方程中积分上限的不同计算标准来计算和比较时间尺度值。敏感性分析表明，需要 300 天的计算时间才能满足相对误差 (0.001) 和 5% 临界值标准。其次，在低流量和高流量条件下，停留时间可以分别为 1.5 到 102 天和 1.0 到 66 天。在离开感兴趣区域之前，内湖中的水将在湖中停留不到 66 天。时间尺度值可应用于影响研究，这些研究调查最初影响湖泊子域的突发水污染事件的程度。最后，将湖相停留时间分解为不同的子区域停留时间，得到连通矩阵。该矩阵可以说明各个子区域之间的优先联系，并揭示与湖中局部流体动力学相关的隐藏模式。</p>","/Users/yulong/Zotero/storage/J6YBHIE5/Gao et al. - 2016 - Estimating renewal timescales with residence time .pdf","","renewal timescales; residence time; tracers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STZNXZIJ","journalArticle","2012","Liu, Zhe; Wang, Haiyan; Guo, Xinyu; Wang, Qiang; Gao, Huiwang","The age of Yellow River water in the Bohai Sea","JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS","","2169-9275","10.1029/2012JC008263","","To quantitatively understand the transport timescales of dissolved material discharged from large rivers into a semienclosed sea, the age of Yellow River water in the Bohai Sea was calculated with the constituent-oriented age and residence time theory (CART) and particle-tracking method. Yellow River water has a mean age of 3.0 years for the entire Bohai Sea. The spatial variation of the water age is significant: 1.2 years near the Yellow River estuary but 3.9 years in the Liaodong Bay. However, the temporal variation in water age is insignificant. The water particles released at the river mouth need only several days to reach the estuary area. The great water age (1.2 years) near the Yellow River estuary is caused by the presence of old water particles that initially left this area but returned to this area again. Without the reentry of Yellow River water from the Yellow Sea to the Bohai Sea, the mean age of Yellow River water in the entire Bohai Sea decreases to 1.2 years. Calculations without tidal forcing give a reduction in water age by more than 50%, suggesting that tidal forcing plays the most dominant role in controlling the age of Yellow River water in the Bohai Sea. Calculations without winds give an increase in water age by 20-30%, suggesting that wind forcing is secondary factor to the age of Yellow River water. Changes in discharge of the Yellow River and in thermal stratification have limited influence on the age of Yellow River water.","2012-11-08","2021-10-08 06:36:29","2021-10-08 15:24:45","","","","","117","","","","","","","","","","","","","","WOS:000310966300004","","","","<p>为定量了解大河排入半封闭海中溶解物质的运移时间尺度，采用面向成分的年龄和停留时间理论（CART）和粒子追踪方法计算了渤海黄河水的年龄。整个渤海的黄河水平均年龄为3.0年。水龄空间变化显着：黄河口附近为1.2年，辽东湾为3.9年。然而，水龄的时间变化并不显着。河口释放的水颗粒只需要几天时间就可以到达河口地区。黄河口附近的大水时代（1.2年）是由最初离开该地区但又返回该地区的旧水颗粒的存在造成的。如果没有黄河水从黄海再入渤海，整个渤海的黄河水平均年龄下降到1.2年。在没有潮汐强迫的情况下计算，水龄减少了 50% 以上，表明潮汐强迫在控制渤海黄河水年龄方面起着最主要的作用。在没有风的情况下，水龄增加了 20-30%，这表明风力强迫是黄河水龄的次要因素。黄河流量变化和热分层变化对黄河水龄的影响有限。</p>","/Users/yulong/Zotero/storage/JIFV5UP2/Liu et al. - 2012 - The age of Yellow River water in the Bohai Sea.pdf","","CART; particle tracking method; Yellow River","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4K7A48QU","journalArticle","2014","Sun, Jian; Lin, Binliang; Li, Kaiming; Jiang, Guoqiang","A modelling study of residence time and exposure time in the Pearl River Estuary, China","JOURNAL OF HYDRO-ENVIRONMENT RESEARCH","","1570-6443","10.1016/j.jher.2013.06.003","","This paper presents an investigation into two transport timescales, i.e. the residence time and exposure time, of a conservative matter in the Pearl River Estuary (PRE) using a depth integrated hydrodynamic-dispersion model. The model has been verified against field measured tidal and salinity data in three typical seasons, including the wet, dry and average rainfall seasons. The model predicted distributions of tidal wave amplitude and salinity level agree generally well with the field measurements. The model is then enhanced by including capabilities for calculating the two timescales. The numerical model predictions show that both the freshwater discharge and tidal water elevation affect significantly the values of residence time and exposure time. The return coefficient is found to be about 0.5. Using a regression analysis, an exponential function has beenderived to correlate the timescales to the freshwater discharge. In the dry season the average residence time and exposure time are up to about 6 days and 12 days, while in the wet season these values are reduced to 3 days and 5 days, respectively. Generally, in all three types of seasons, the exposure time is about two times greater than the residence time, which demonstrates that there is a high possibility for water to re-enter the PRE after leaving the estuary. Both the residence time and exposure time decrease as the initial water elevation increases, which indicates that a contaminant will stay in the PRE for a longer time if it is released at a low tide. The effects of monthly averaged wind forcing on the resident time and exposure time are also investigated. (C) 2013 International Association for Hydro-environment Engineering and Research, Asia Pacific Division. Published by Elsevier B.V. All rights reserved.","2014-08","2021-10-08 06:36:29","2021-10-08 13:01:33","","281-291","","3","8","","","","","","","","","","","","","","WOS:000345488000011","","","","<p>本文使用深度集成的水动力扩散模型对珠江口 (PRE) 中保守物质的两个运输时间尺度，即停留时间和暴露时间进行了调查。该模型已经在三个典型季节（包括雨季、旱季和平均雨季）的现场测量潮汐和盐度数据进行了验证。模型预测的潮汐波幅值和盐度分布与现场测量结果基本吻合。然后通过包括计算两个时间尺度的功能来增强模型。数值模型预测表明，淡水流量和潮汐水位均显着影响停留时间和暴露时间的值。发现返回系数约为0.5。使用回归分析，导出了一个指数函数来将时间尺度与淡水排放相关联。在旱季，平均停留时间和暴露时间可达约 6 天和 12 天，而在雨季，这些值分别减少到 3 天和 5 天。一般来说，在所有三种季节中，暴露时间都比停留时间长两倍左右，这表明水离开河口后重新进入PRE的可能性很大。停留时间和暴露时间都随着初始水位升高而减少，这表明如果污染物在低潮时释放，它会在 PRE 中停留更长的时间。还研究了月平均风力对驻留时间和暴露时间的影响。 (C) 2013 年国际水文环境工程与研究协会亚太分部。由 Elsevier B.V. 出版。保留所有权利。</p>","/Users/yulong/Zotero/storage/4VQJLIC8/Sun et al. - 2014 - A modelling study of residence time and exposure t.pdf","","exposure time; Pearl River Estuary; residence time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TP6GRKUQ","journalArticle","2020","Gao, Guanghai; Xia, Junqiang; Falconer, Roger A.; Wang, Yingying","Modelling Study of Transport Time Scales for a Hyper-Tidal Estuary","WATER","","2073-4441","10.3390/w12092434","","This paper presents a study of two transport timescales (TTS), i.e., the residence time and exposure time, of a hyper-tidal estuary using a widely used numerical model. The numerical model was calibrated against field measured data for various tidal conditions. The model simulated current speeds and directions generally agreed well with the field data. The model was then further developed and applied to study the two transport timescales, namely the exposure time and residence time for the hyper-tidal Severn Estuary. The numerical model predictions showed that the inflow from the River Severn under high flow conditions reduced the residence and exposure times by 1.5 to 3.5% for different tidal ranges and tracer release times. For spring tide conditions, releasing a tracer at high water reduced the residence time and exposure time by 49.0% and 11.9%, respectively, compared to releasing the tracer at low water. For neap tide conditions, releasing at high water reduced the residence time and exposure time by 31.6% and 8.0%, respectively, compared to releasing the tracer at low water level. The return coefficient was found to be vary between 0.75 and 0.88 for the different tidal conditions, which indicates that the returning water effects for different tidal ranges and release times are all relatively high. For all flow and tide conditions, the exposure times were significantly greater than the residence times, which demonstrated that there was a high possibility for water and/or pollutants to re-enter the Severn Estuary after leaving it on an ebb tide. The fractions of water and/or pollutants re-entering the estuary for spring and neap tide conditions were found to be very high, giving 0.75-0.81 for neap tides, and 0.79-0.88 for spring tides. For both the spring and neap tides, the residence and exposure times were lower for high water level release. Spring tide conditions gave significantly lower residence and exposure times. The spatial distribution of exposure and residence times showed that the flow from the River Severn only had a local effect on the upstream part of the estuary, for both the residence and exposure time.","2020-09","2021-10-08 06:36:30","2021-10-08 13:41:46","","","","9","12","","","","","","","","","","","","","","WOS:000580689200001","","","","<p>本文介绍了使用广泛使用的数值模型研究超潮河口的两个运输时间尺度 (TTS)，即停留时间和暴露时间。数值模型根据各种潮汐条件下的现场测量数据进行校准。模型模拟的水流速度和方向与现场数据基本吻合。该模型随后被进一步开发并应用于研究两个运输时间尺度，即超潮的塞文河口的暴露时间和停留时间。数值模型预测表明，对于不同的潮汐范围和示踪剂释放时间，在高流量条件下，来自塞文河的流入使停留时间和暴露时间减少了 1.5% 至 3.5%。对于大潮条件，与在低水位释放示踪剂相比，在高水位释放示踪剂分别减少了 49.0% 和 11.9% 的停留时间和暴露时间。在小潮条件下，与在低水位释放示踪剂相比，在高水位释放可分别减少 31.6% 和 8.0% 的停留时间和暴露时间。发现不同潮汐条件下的回水系数在0.75～0.88之间变化，说明不同潮差和放流时间的回水效应均较高。对于所有流量和潮汐条件，暴露时间明显大于停留时间，这表明水和/或污染物在退潮后重新进入塞文河口的可能性很高。发现在春季和小潮条件下重新进入河口的水和/或污染物的比例非常高，小潮为 0.75-0.81，大潮为 0.79-0.88。对于春潮和小潮，高水位释放的停留时间和暴露时间都较低。大潮条件显着降低了停留时间和暴露时间。暴露时间和停留时间的空间分布表明，来自塞文河的流量仅对河口上游部分的停留时间和暴露时间产生局部影响。</p>","/Users/yulong/Zotero/storage/BE5LWQWG/Gao et al. - 2020 - Modelling Study of Transport Time Scales for a Hyp.pdf","","exposure time; residence time; tracers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TU3LQKNZ","journalArticle","2017","Liu, Rui; Zhang, Xueqing; Liang, Bingchen; Xin, Li; Zhao, Yang","Numerical Study on the Influences of Hydrodynamic Factors on Water Age in the Liao River Estuary, China","JOURNAL OF COASTAL RESEARCH","","0749-0208","10.2112/SI80-014.1","","The concept of water age (WA) is applied to the Liao River Estuary to estimate the timescale quantifying transport processes. A series of numerical experiments under different hydrodynamic conditions based on a real-time calibrated three-dimensional model have been conducted to investigate the influences of runoff, tide and wind on WA distribution. The model result shows that the WA distribution in a real situation can be estimated roughly by the real-time monitoring runoff with a natural logarithmic function. The influences of tide on WA distribution in the river channel and outside the mouth of estuary are reverse. The variation of tidal forcing affects the fluctuation range of WA in a semidiurnal tidal cycle. The wind-induced estuarine circulation as well as the WA distribution is varied significantly under different seasonal winds. In addition, the vertical difference of WA is more pronounced during neap tide in the rainy season, and it is reduced under wind conditions.","2017","2021-10-08 06:36:31","2021-10-08 13:55:04","","98-107","","","","","","","","","","","","","","","","","WOS:000405827600014","","","","<p>将水龄 (WA) 的概念应用于辽河口以估计量化运输过程的时间尺度。 基于实时校准的三维模型，在不同水动力条件下进行了一系列数值实验，研究了径流、潮汐和风对WA分布的影响。 模型结果表明，利用自然对数函数实时监测径流可以粗略估计真实情况下的WA分布。 潮汐对河道内和河口外WA分布的影响是相反的。 潮汐强迫的变化影响半日潮汐周期中WA的波动范围。 风引起的河口环流以及WA分布在不同季节风下有显着差异。 此外，雨季小潮时WA的垂直差异更为明显，在有风条件下减小。</p>","/Users/yulong/Zotero/storage/8DTICSXM/Liu et al. - 2017 - Numerical Study on the Influences of Hydrodynamic .pdf","","Liao River Estuary; water age","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49WANQ8D","journalArticle","2018","Gao, Xueping; Zhao, Guixia; Zhang, Chen; Wang, Yan","Modeling the exposure time in a tidal system: the impacts of external domain, tidal range, and inflows","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","","0944-1344","10.1007/s11356-018-1426-3","","Exposure time is an important characteristic for hydrodynamics that has simultaneous impacts on the biochemical processes in tidal systems. To eliminate man-made errors, decrease computational effort, and increase simulation efficiency, exposure time was evaluated under different hydrodynamic conditions for a bay to investigate the impact of the external domain on the accuracy of the computational results for exposure time. The exposure time was explicitly defined and computed using a hydrodynamic model and tracer experiments for a set of ten external domain sizes (EDS), five external domain lengths (EDL), and three special hydrodynamic conditions. The results indicated that the external domain had a significant influence on the exposure time, and the intensity of this influence was related to hydrodynamic conditions. The sensitivity of the exposure time to the external domain increased with increasing tidal range, while freshwater inflows decreased this sensitivity. However, the variation trends for exposure time with different EDS and EDL were independent of the hydrodynamic conditions. Considering the computational efficiency (maximum), the calculated error (minimum) of the exposure time, and the impact of the boundary conditions (minimum), the recommended EDS and EDL range from 9 to 13 times the initial domain size and 1.30 to 1.45 times the length in the bay, respectively. The research regarding exposure time and external domains not only helps to eliminate the errors caused by man-made factors and reduce the computational effort but also provides a reference for understanding the interrelationship between coastal waters, reciprocating flow, and the water environment.","2018-04","2021-10-08 06:36:31","2021-10-08 13:39:17","","11128-11142","","11","25","","","","","","","","","","","","","","WOS:000429810200088","","","","<p>暴露时间是流体动力学的一个重要特征，它同时影响潮汐系统中的生化过程。为了消除人为错误，减少计算工作量并提高模拟效率，我们评估了海湾在不同水动力条件下的暴露时间，以研究外部域对暴露时间计算结果准确性的影响。暴露时间是使用流体动力学模型和示踪剂实验明确定义和计算的，用于一组十个外部域大小 (EDS)、五个外部域长度 (EDL) 和三个特殊的流体动力学条件。结果表明，外域对暴露时间有显着影响，这种影响的强度与水动力条件有关。暴露时间对外部域的敏感性随着潮差的增加而增加，而淡水流入降低了这种敏感性。然而，不同 EDS 和 EDL 的暴露时间变化趋势与水动力条件无关。考虑到计算效率（最大值）、曝光时间的计算误差（最小值）以及边界条件的影响（最小值），推荐的 EDS 和 EDL 范围为初始域大小的 9 至 13 倍和 1.30 至 1.45 倍分别为海湾中的长度。对暴露时间和外部域的研究不仅有助于消除人为因素造成的误差，减少计算量，而且为理解近岸水域、往复流和水环境之间的相互关系提供参考。</p>","/Users/yulong/Zotero/storage/IYI4YF2Q/Gao et al. - 2018 - Modeling the exposure time in a tidal system the .pdf","","exposure time; tracers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y7QHEQ2G","journalArticle","2006","Shen, Jian; Lin, Jing","Modeling study of the influences of tide and stratification on age of water in the tidal James River","ESTUARINE COASTAL AND SHELF SCIENCE","","0272-7714","10.1016/j.ecss.2006.01.014","","The concept of the age of water parcels is applied to the tidal James River estuary, a western branch of the Chesapeake Bay, to compute the timescale quantifying transport processes of a dissolved substance in the estuary. The age is defined in this study as the time elapsed since a water parcel entered the headwater of the estuary. A theoretical deduction shows that the vertical age profile can be explained by the extended Hansen and Rattray's Central Region theory, which is mainly controlled by gravitational circulation in the estuary. The age distributions in the James River under different hydrological and hydrodynamic conditions are then calculated through a series of model simulations using a real-time three-dimensional hydrodynamic model. The influences of tide, freshwater inflow, and density-induced circulation on age distribution have been investigated. The model results show that the vertical age distribution resembles the stratification pattern of the salinity in the regions where stratification persists. The age difference between the surface and bottom is larger during neap tide than during spring tide. The vertical difference is about 5 days under mean river flow conditions. The model results indicate that river flow is one of the dominant factors that influence mean age distribution. It takes 95 and 35 days, respectively, for a water parcel discharged into the estuary to be transported out of the estuary under mean,and high flow conditions. The tidal influence is more significant in the downstream portions of the estuary. The density-induced circulation contributes to the long-term transport substantially in the downstream estuary where the stratification persists. The influence of density-induced circulation on age distribution can be more than 45 days under the mean flow condition. The results provide useful information for understanding the characteristics of the transport processes and the influences of gravitational circulation on long-term transport processes in the estuary: (c) 2006 Elsevier Ltd. All rights reserved.","2006-06","2021-10-08 06:36:31","2021-10-08 13:37:47","","101-112","","1-2","68","","","","","","","","","","","","","","WOS:000238604500010","","","","<p>水块年龄的概念应用于潮汐詹姆斯河河口，切萨皮克湾的西部分支，以计算量化河口中溶解物质的运输过程的时间尺度。在本研究中，年龄定义为自水块进入河口源头以来经过的时间。理论推论表明，垂直年龄剖面可以用扩展的汉森和拉特雷的中央区域理论来解释，该理论主要受河口重力环流控制。然后使用实时三维水动力模型通过一系列模型模拟计算詹姆斯河在不同水文和水动力条件下的年龄分布。潮汐、淡水流入量和密度引起的环流对年龄分布的影响已得到研究。模型结果表明，垂直年龄分布类似于分层持续地区的盐度分层模式。小潮时的表底年龄差大于大潮。在平均河流流量条件下，垂直差异约为 5 天。模型结果表明，河流流量是影响平均年龄分布的主要因素之一。一个排入河口的水包在平均、高流量条件下运出河口分别需要95天和35天。潮汐影响在河口下游部分更为显着。在分层持续存在的下游河口，密度引起的环流对长期运输有很大贡献。在平均流量条件下，密度诱导环流对年龄分布的影响可达45天以上。结果为了解运输过程的特征以及重力环流对河口长期运输过程的影响提供了有用的信息：(c) 2006 Elsevier Ltd. 版权所有。</p>","/Users/yulong/Zotero/storage/DZILZUV7/Shen and Lin - 2006 - Modeling study of the influences of tide and strat.pdf","","Chesapeake Bay; water age","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AKC43EDK","journalArticle","2015","Banas, N. S.; Conway-Cranos, L.; Sutherland, D. A.; MacCready, P.; Kiffney, P.; Plummer, M.","Patterns of River Influence and Connectivity Among Subbasins of Puget Sound, with Application to Bacterial and Nutrient Loading","ESTUARIES AND COASTS","","1559-2723","10.1007/s12237-014-9853-y","","Puget Sound is an estuarine inland sea fed by 14 major rivers and also strongly influenced by the nearby Fraser River. A comprehensive, particle-based reanalysis of an existing circulation model was used to map the area of influence of each of these rivers over a typical seasonal cycle. Each of the 131,000 particles released in the 15 rivers was associated with a freshwater volume, a nutrient load, and a fecal coliform load based on statistics from 10 years of Washington Department of Ecology monitoring data. Simple assumptions regarding mortality and nutrient utilization/export rates were used to estimate the decrease in bacterial and nutrient load as individual parcels of river water age. Reconstructions of basin-scale volume fluxes and salinities from the particle inventory provide consistency checks on the particle calculation, according to methods suitable for error analysis in a wide range of particle-based estuarine residence time studies. Results suggest that river contributions to total freshwater content in Puget Sound are highly nonlocal in spring and summer, with distant, large rivers (the Fraser and Skagit) accounting for a large fraction of total freshwater. However, bacterial mortality and nutrient export rates are relatively fast compared with transport timescales, and so significant loadings associated with major rivers are in most cases only seen close to river mouths. One notable exception is fecal coliform concentration in Bellingham Bay and Samish Bay, which lie north of Puget Sound proper; there, it appears that the Fraser River may rival local rivers (the Samish and Nooksack) as a pathogen source, with the much higher flow volume of the Fraser compensating for its remoteness.","2015-05","2021-10-08 06:36:32","2021-10-08 14:16:06","","735-753","","3","38","","","","","","","","","","","","","","WOS:000351613100003","","","","<p>普吉特海湾是一个由 14 条主要河流组成的河口内陆海，也受到附近弗雷泽河的强烈影响。对现有环流模型进行了基于粒子的综合再分析，用于绘制每条河流在典型季节性周期中的影响区域。根据华盛顿生态部 10 年监测数据的统计数据，15 条河流中释放的 131,000 个颗粒中的每一个都与淡水量、营养负荷和粪便大肠菌负荷有关。使用关于死亡率和养分利用率/出口率的简单假设来估计细菌和养分负荷随着河水年龄的各个部分的减少。根据适用于范围广泛的基于颗粒的河口停留时间研究中的误差分析的方法，从颗粒清单中重建盆地尺度的体积通量和盐度为颗粒计算提供了一致性检查。结果表明，春季和夏季，河流对普吉特海湾淡水总量的贡献是高度非局部的，遥远的大河流（弗雷泽河和斯卡吉特河）占淡水总量的很大一部分。然而，与运输时间尺度相比，细菌死亡率和养分输出速度相对较快，因此与主要河流相关的大量负载在大多数情况下只能在靠近河口的地方看到。一个值得注意的例外是位于普吉特湾北部的贝灵厄姆湾和萨米什湾的粪便大肠菌群浓度。在那里，弗雷泽河似乎可以作为病原体来源与当地河流（萨米什河和努克萨克河）相媲美，而弗雷泽河的高得多的流量弥补了它的偏远性。</p>","/Users/yulong/Zotero/storage/RNMQ4URN/Banas et al. - 2015 - Patterns of River Influence and Connectivity Among.pdf","","particle-based","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WTWQIL4Z","journalArticle","2016","Viero, Daniele Pietro; Defina, Andrea","Water age, exposure time, and local flushing time in semi-enclosed, tidal basins with negligible freshwater inflow","JOURNAL OF MARINE SYSTEMS","","0924-7963","10.1016/j.jmarsys.2015.11.006","","Within the framework of tidally flushed, semi-enclosed basins with negligible freshwater inflow, and under steady periodic flow conditions, three frequently used local transport time scales to quantify the efficiency of water renewal, namely water age, exposure time, and local flushing time are studied and compared to each other. In these environments, water renewal is strongly controlled by diffusion, and it is significantly affected by the return flow (i.e., the fraction of effluent water that returns into the basin on each flood tide). The definition of water age is here modified to account for the return flow, in analogy with exposure time and local flushing time. We consider approximate time scales, whose accuracy is analyzed, in order to overcome problems related to the size of the computational domain and to reduce the computational effort. A new approximate procedure is introduced to estimate water age, which is based on the water aging rate. Also, the concept of local flushing time as a relevant time scale is introduced. Under steady periodic conditions, we demonstrate that the local flushing time quantitatively corresponds to water age, and well approximates exposure time when the flow is dominated by diffusion. Since the effort required to compute water age and exposure time is greater than that required to compute the local flushing time, the present results can also have a practical interest in the assessment of water renewal efficiency of semi-enclosed water basins. The results of a modeling study, in which the lagoon of Venice is used as a benchmark, confirm the substantial quantitative equivalence between these three transport time scales in highly diffusive environments. (C) 2015 Elsevier B.V. All rights reserved.","2016-04","2021-10-08 06:36:33","2021-10-08 15:40:37","","16-29","","","156","","","","","","","","","","","","","","WOS:000370888600002","","","","<p>在潮汐冲刷、淡水流入可忽略不计的半封闭盆地的框架内，在稳定的周期性流动条件下，三个常用的局部运输时间尺度来量化水更新的效率，即水龄、暴露时间和局部冲洗时间。相互学习和比较。在这些环境中，水的更新受到扩散的强烈控制，并且受回流（即每次涨潮时返回流域的流出水的比例）的显着影响。此处修改了水龄的定义以考虑回流，类似于暴露时间和局部冲洗时间。我们考虑近似时间尺度，分析其精度，以克服与计算域大小相关的问题并减少计算工作量。引入了一种新的近似程序来估计水龄，它基于水老化率。此外，还引入了局部冲洗时间作为相关时间尺度的概念。在稳定的周期性条件下，我们证明局部冲洗时间定量地对应于水龄，并且当流动以扩散为主时很好地接近暴露时间。由于计算水龄和暴露时间所需的工作量大于计算局部冲洗时间所需的工作量，因此目前的结果在评估半封闭水流域的水更新效率方面也具有实际意义。以威尼斯泻湖为基准的建模研究结果证实了在高度扩散环境中这三个运输时间尺度之间的实质性定量等价性。 (C) 2015 Elsevier B.V. 保留所有权利。</p>","/Users/yulong/Zotero/storage/KP5UCFEY/Viero and Defina - 2016 - Water age, exposure time, and local flushing time .pdf","","exposure time; flushing time; semi-enclosed bay; water age","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JLTM6YNF","journalArticle","2014","Etemad-Shahidi, Amir; Pirnia, Mostafa; Moshfeghi, Hengameh; Lemckert, Charles","Investigation of hydraulics transport time scales within the Arvand River estuary, Iran","HYDROLOGICAL PROCESSES","","0885-6087","10.1002/hyp.10095","","Transport time scales are key parameters for understanding the hydrodynamic and biochemical processes within estuaries. In this study, the flushing and residence times within the Arvand River estuary have been estimated using a two-dimensional hydrodynamic model called CE-QUAL-W2. The model has been calibrated and verified by two different sets of field data and using the k-epsilon vertical eddy diffusivity scheme. Flushing time has been estimated using different methods such as the tidal prism and fraction of freshwater methods. Moreover, residence times have been investigated using pulse residence time, estuarine residence time and remnant function approaches. The results have shown that different methods yield different time scales, and freshwater inflow has the greatest impact upon estimation of residence time, whereas tidal circulation hardly contributes to residence time at all. It has also been shown that the neap-spring circulation and start phase of simulations have negligible effects on the Arvand's time scales. The investigation of bathymetry showed that two sills of the estuary tend to significantly increase residence time. Understanding the applicability of these time scales and their estimation approaches helps us to evaluate the water quality management of estuaries. Copyright (C) 2013 John Wiley & Sons, Ltd.","2014-12-15","2021-10-08 06:36:34","2021-10-08 13:26:16","","6006-6015","","25","28","","","","","","","","","","","","","","WOS:000346337400002","","","","<p>运输时间尺度是了解河口内水动力和生化过程的关键参数。在这项研究中，使用称为 CE-QUAL-W2 的二维流体动力学模型估算了阿文德河河口内的冲洗和停留时间。该模型已通过两组不同的现场数据并使用 k-epsilon 垂直涡流扩散率方案进行校准和验证。已使用不同方法估算冲洗时间，例如潮汐棱柱法和淡水分数法。此外，已经使用脉冲停留时间、河口停留时间和剩余函数方法研究了停留时间。结果表明，不同的方法产生不同的时间尺度，淡水流入对停留时间的估计影响最大，而潮汐环流对停留时间几乎没有贡献。还表明，模拟的 neap-spring 循环和开始阶段对 Arvand 的时间尺度的影响可以忽略不计。测深调查表明，河口的两个基石往往会显着增加停留时间。了解这些时间尺度的适用性及其估计方法有助于我们评估河口的水质管理。版权所有 (C) 2013 John Wiley &amp; Sons, Ltd.</p>","/Users/yulong/Zotero/storage/VNH8NUPY/Etemad-Shahidi et al. - 2014 - Investigation of hydraulics transport time scales .pdf","","CE-QUAL-W2; flushing time; fraction of freshwater; remnant function; residence time; tidal prism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
