"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UPHZHJIL","journalArticle","2016","Hong, Bo; Gong, Wenping; Peng, Shiqiu; Xie, Qiang; Wang, Dongxiao; Li, Haobo; Xu, Hongzhou","Characteristics of vertical exchange process in the Pearl River estuary","AQUATIC ECOSYSTEM HEALTH & MANAGEMENT","","1463-4988","10.1080/14634988.2016.1205438","","Being an estuary with the occasional appearance of hypoxia, the Pearl River estuary was selected to investigate its vertical exchange process by a validated 3-D numerical model. The concept of vertical exchange time was used to quantify the vertical exchange process and was calculated by adding a conservative tracer to the hydrodynamic model. The results revealed vertical exchange time has significant seasonal variation modulated by seasonally changed external forcing, and has similar structure with spatial variation in salinity. During the wet season, remarkably long vertical exchange times (>50 days) occurred at the lower estuary under 10 m depth, which was coincident with the frequently reported hypoxic zone. The entire Pearl River estuary was occupied by water mass with a vertical exchange time of <5 days during the dry season, which indicated the estuary's health condition during this period. Further analyses revealed the seasonal trend of vertical exchange time was closely related with salinity stratification and river runoff in which the lowest vertical exchange times can be estimated by linear regressions in certain stages. Tide modulated these exchange times in different time scales. Spring tide better mixed the water column and thus facilitated the vertical exchange process compared with neap tide. As a result, minimum vertical exchange time during spring tide was about 10 days shorter than that during neap tide. Flood-ebb tide also modulated vertical exchange time in the Pearl River estuary. Vertical exchange time varies with the tide and reached minimum and maximum values during valley and high tides, respectively.","2016","2021-10-08 06:36:35","2021-10-09 14:33:39","","286-295","","3","19","","","","","","","","","","","","","","WOS:000383372800008","","","","<p>作为偶尔出现缺氧的河口，珠江河口被选中通过经过验证的 3-D 数值模型研究其垂直交换过程。垂直交换时间的概念用于量化垂直交换过程，并通过向水动力模型添加保守示踪剂来计算。结果表明，垂直交换时间具有显着的季节性变化，受季节性变化的外强迫调节，并且具有相似的结构与盐度的空间变化。在雨季，在10 m深度以下的下河口发生了非常长的垂直交换时间（&gt; 50天），这与经常报道的缺氧区相吻合。整个珠江河口被水团占据，旱季垂直交换时间&lt;5 d，表明该时期河口的健康状况。进一步分析表明垂直交换时间的季节性趋势与盐度分层和河流径流密切相关，其中最低垂直交换时间可以通过某些阶段的线性回归估计。潮汐在不同的时间尺度上调节了这些交换时间。与小潮相比，大潮更好地混合了水柱，从而促进了垂直交换过程。因此，大潮期间的最小垂直交换时间比小潮期间短约10天。洪水退潮也调节了珠江口的垂直交换时间。垂直交换时间随潮汐变化，分别在低潮和高潮时达到最小值和最大值。</p>","/Users/yulong/Zotero/storage/9IYC5J7H/Hong et al. - 2016 - Characteristics of vertical exchange process in th.pdf","","{index: vertical transport time}; {model: EFDC}; {site: Pearl River Estuary}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MI5EFNS8","journalArticle","2007","Sandery, Paul A.; Kämpf, Jochen","Transport timescales for identifying seasonal variation in Bass Strait, south-eastern Australia","Estuarine, Coastal and Shelf Science","","0272-7714","10.1016/j.ecss.2007.05.011","https://www.sciencedirect.com/science/article/pii/S027277140700162X","A three-dimensional σ-coordinate ocean model with realistic forcing is used to derive and compare flushing time, residence time and water age distributions in Bass Strait, a broad shallow shelf sea in south-eastern Australia which exhibits seasonal variation in water mass properties and circulation. Results illustrate flushing out of most old water occurs each winter–spring period and the circulation in summer increases age of remnant older water in the Strait. A correlation between water age and salinity is found in winter which is the result of advective “erosion” of the interior water mass. The presence of an area in the south-eastern part of the interior with low flushing is suggested to result from a number of physical factors including the presence of quasi-stationary eddies which entrain age, leading to relatively older water residing there.","2007-09-15","2021-10-08 12:08:34","2021-10-08 12:08:34","2021-10-08 12:08:33","684-696","","4","74","","Estuarine, Coastal and Shelf Science","","Timescale- and tracer-based methods for understanding the results of complex marine models","","","","","","en","","","","","ScienceDirect","","","","/Users/yulong/Zotero/storage/CME9N4DV/Sandery and Kämpf - 2007 - Transport timescales for identifying seasonal vari.pdf","","{index: flushing time}; {index: residence time}; {index: water age}; {method: tracer}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QL64GI4L","journalArticle","2006","Cucco, Andrea; Perilli, Angelo; De Falco, Gianni; Ghezzo, Michol; Umgiesser, Georg","Water circulation and transport timescales in the Gulf of Oristano","Chemistry and ecology","","","","","In this work, water circulation in the Gulf of Oristano was investigated using a 2D hydrodynamic model. The model is based on the finite-element method. This solves the shallow-water equations on a spatial domain representing the Gulf of Oristano and the surrounding coastal sea. The hydrodynamic features of the gulf were investigated when the basin is influenced by different wind regimes. In order to evaluate the renewal capacity of the basin, the residence and the transit times were computed for each scenario. The study reveals that the gulf is characterized by circulation patterns promoting strong trapping phenomena. The results obtained are partially confirmed by the heavy-metal distribution in the sediments. In particular, the southern part of the basin is characterized by the presence of high heavy-metal concentrations in the bottom sediment, in the same areas where model results reveal a strong trapping capacity. This study can be considered as a first attempt to investigate the wind-driven water circulation in the Gulf of Oristano, and the results obtained can help in planning hydrological campaigns in the basin.","2006","2021-10-08 12:11:17","2021-10-08 15:43:01","","S307–S331","","sup1","22","","","","","","","","","","","","","","","Google Scholar","","Publisher: Taylor & Francis","<p>在这项工作中，使用二维流体动力学模型研究了奥里斯塔诺湾的水循环。该模型基于有限元方法。这解决了代表奥里斯塔诺湾和周围沿海海域的空间域上的浅水方程。当盆地受不同风况影响时，研究了海湾的水动力特征。为了评估流域的更新能力，计算了每个场景的驻留时间和运输时间。研究表明，海湾的特点是环流模式促进了强烈的诱捕现象。沉积物中重金属的分布部分证实了所获得的结果。尤其是盆地南部的底部沉积物中存在高浓度的重金属，模型结果显示该区域具有很强的捕集能力。这项研究可以被认为是调查奥里斯塔诺湾风力驱动水循环的首次尝试，所获得的结果有助于规划该流域的水文运动。</p>","/Users/yulong/Zotero/storage/AA2AZSFY/Cucco et al. - 2006 - Water circulation and transport timescales in the .pdf; /Users/yulong/Zotero/storage/6Q7YXEZN/02757540600670364.html","","{index: residence time}; {index: transit time}; {model: model}; {site: Gulf of Oristano}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQRLFDFR","journalArticle","2021","Sun, Jian; Xiao, Zijun; Lin, Binliang; Yuan, Bing; Zhang, Xiaofeng","Longitudinal transport timescales in a large dammed river-The Changjiang River","Science of The Total Environment","","","","","As a key component of the global water cycle, river flow transports both freshwater and biotic/abiotic matters from land to sea, while in recent decades its rhythm has been strongly disturbed by human activities, especially damming. Yet little is known about the long-distance transport processes along the world's major fluvial systems and the impact of large dams on their timescales. Here, taking the Changjiang River (Yangtze River) as an example, we built a hydrodynamics-based model to investigate the water age and residence time in the mainstream from the upper reach ~700 km upstream of the Three Gorges Dam (TGD) to the estuary ~1900 km downstream of the TGD. We find that since the mainstream was dammed by the TGD, the water age increases significantly by approximately 2 to 5 times from the estuary to the dam. Downstream of the dam the longitudinal ageing rate of water becomes discordant in an annual cycle, and the replenished discharge in dry season accelerates the water transport. Due to the stationary assumption, the widely applied hydraulic residence time of water is substantially larger and smaller than the age-based dynamic residence time in the large reservoir during the impounding and releasing periods, respectively.","2021","2021-10-08 12:11:17","2021-10-08 13:33:35","","144886","","","771","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","<p>作为全球水循环的一个关键组成部分，河流将淡水和生物/非生物物质从陆地输送到海洋，而近几十年来，它的节奏受到人类活动的强烈干扰，尤其是筑坝。然而，人们对世界主要河流系统沿线的长距离运输过程以及大型水坝对其时间尺度的影响知之甚少。在这里，以长江（长江）为例，我们建立了一个基于水动力学的模型，以研究从三峡大坝（TGD）上游约 700 km 到上游干流的水龄和停留时间。 TGD下游约1900公里的河口。我们发现，由于干流被 TGD 截流，从河口到大坝的水龄显着增加了大约 2 到 5 倍。大坝下游水体的纵向老化率呈年循环不协调，枯水期补水加速水体输送。由于平稳假设，广泛应用的水的水力停留时间分别比蓄水期和泄水期大水库中基于年龄的动态停留时间大得多和小得多。</p>","/Users/yulong/Zotero/storage/MF863QG5/S0048969720384199.html","","{index: water age}; {site: Yangtze River}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PTVNANVR","journalArticle","2016","Andutta, Fernando P.; Helfer, Fernanda; de Miranda, Luiz Bruner; Deleersnijder, Eric; Thomas, Christopher; Lemckert, Charles","An assessment of transport timescales and return coefficient in adjacent tropical estuaries","Continental Shelf Research","","","","","Transport timescales (TTS), namely residence time and exposure time, were computed for adjacent shallow meso-tidal tropical estuarines system using the Lagrangian model D-Waq Part coupled with the hydrodynamic model Delft3D-Flow, and the Constituent-oriented Age and Residence time Theory, CART. The main results are threefold: (a) The TTS differs more between releases at high or low tide than between those at spring and neap tides. The exposure time was also calculated and found to be larger than the residence time by a few days. (b) The exposure and residence times were used to evaluate the return coefficient (r) for different scenarios. As with residence and exposure times, the return coefficient was found to differ more between releases at high or low tide than between those at spring and neap tides. (c) For the Caravelas Estuary, where the river inflow was low (~4 m3 s−1), the residence time was found to be much larger than for the Peruípe Estuary, where the river discharge was greater and nearly constant during the sampling period (~20 m3 s−1). These results shows the importance of advection in decreasing TTS in the Peruípe Estuary compared to the Caravelas Estuary. The influence of the advection and dispersion agrees with previous simple estimates obtained using the newly modified Land Ocean Interaction Coastal Zone (LOICZ) model by Andutta et al. (2014).","2016","2021-10-08 12:13:16","2021-10-09 14:14:12","","49–62","","","124","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","/Users/yulong/Zotero/storage/W7A9CKEV/S0278434316302552.html","","{index: exposure time}; {index: residence time}; {index: return coefficient}; {index: water age}; {method: CART}; {model: Delft3D-Flow}; {site: Caravelas and Peruípe Rivers}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XT86B3L","journalArticle","2002","Haine, Thomas WN; Hall, Timothy M.","A generalized transport theory: Water-mass composition and age","Journal of physical oceanography","","","","","A general theory to describe and understand advective and diffusive ocean transport is reported. It allows any passive tracer field with an atmospheric source to be constructed by superposing sea surface contributions with a generalized Green's function called the boundary propagator of the passive tracer equation. The boundary propagator has the interpretation of the joint water-mass and transit-time distribution from the sea surface. The theory thus includes the classical oceanographic idea of water-mass analysis and extends it to allow for a distribution of transit times from the sea surface. The joint water-mass and transit-time distribution contains complete information about the transport processes in the flow. It captures this information in a more accessible way than using velocity and diffusivity fields, however, at least for the case of sequestration and transport of dissolved material by the ocean circulation. The boundary propagator is thus the natural quantity to consider when discussing both steady-state and transient ocean tracers, including the inverse problem of interpreting tracer data in terms of ocean circulation. Two constraints on the shape of the transit-time distributions are derived. First, the asymptotic behavior for a steady, or time-averaged, circulation is exponential decay. Second, integrated over the whole ocean, the transit-time distribution from the sea surface cannot increase. The theory is illustrated using a one-dimensional advection–diffusion model, a box model, and a North Atlantic general circulation model.","2002","2021-10-08 12:21:59","2021-10-09 12:50:01","","1932–1946","","6","32","","","A generalized transport theory","","","","","","","","","","","","Google Scholar","","","<p>报告了描述和理解平流和扩散海洋运输的一般理论。它允许通过将海面贡献与称为无源示踪方程的边界传播子的广义格林函数叠加来构建具有大气源的任何无源示踪场。边界传播器可以解释来自海面的联合水质量和传输时间分布。因此，该理论包括水质量分析的经典海洋学思想，并将其扩展为允许从海面分布传输时间。联合水量和传输时间分布包含有关流中传输过程的完整信息。然而，它以比使用速度和扩散率场更容易获取的方式捕获这些信息，至少对于海洋环流对溶解物质的封存和运输而言是这样。因此，在讨论稳态和瞬态海洋示踪剂时，边界传播器是要考虑的自然量，包括根据海洋环流解释示踪剂数据的逆问题。导出了对传输时间分布形状的两个约束。首先，稳定或时间平均的循环的渐近行为是指数衰减。其次，在整个海洋上整合，来自海面的通过时间分布不能增加。该理论使用一维对流-扩散模型、箱模型和北大西洋环流模型进行说明。</p>","/Users/yulong/Zotero/storage/8WF4QP9H/1520-0485_2002_032_1932_agttwm_2.0.co_2.html; /Users/yulong/Zotero/storage/4ZPLXVP7/Haine and Hall - 2002 - A generalized transport theory Water-mass composi.pdf","","{index: water age}; {method: passive tracer}; {model: 1d model}; {model: box model}; {model: GCM}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DYPEBG8A","journalArticle","2003","Waugh, Darryn W.; Hall, Timothy M.; Haine, Thomas WN","Relationships among tracer ages","Journal of Geophysical Research: Oceans","","","","","Measurements of chemical tracers whose spatial gradients are primarily due to the time dependence of sources and/or sinks are often used to define “tracer ages” in an effort to diagnose transport. However, a major problem with interpreting these tracer ages is that different tracers can yield different ages, and at present, it is not clear what aspects of the transport are measured by the different tracers. We use the concept of a distribution of transit times to compare the timescales derived from different tracers, including CFCs, tritium-helium, and radioactive tracers. By performing a systematic study over a range of transit time distributions we examine under what conditions two tracers yield similar or different ages. It is shown that there can be significant differences in tracer ages and that in general, tracer ages are not fundamental timescales of the flow. Furthermore, even if ages from two tracers are similar these ages can be very different from the mean (ideal) age or the age of a third tracer. It is also shown that significant temporal variations in tracer ages can occur for steady transport and that these changes are of similar magnitude to the changes in CFC and tritium-helium ages observed in the North Atlantic and North Pacific over the 1980s and 1990s. Accounting for the changes in tracer ages caused by steady transport is necessary before attributing changes in tracer ages to changes in transport. The possibility of using the differences in ages from different tracers to infer information about the transit time distribution is also examined. It is shown that two tracer ages can constrain the first two moments (mean age and width) of the distribution, but how tightly these are constrained depends on the tracers used, the certainty of the age calculations, and the flow characteristics.","2003","2021-10-08 12:21:59","2021-10-09 13:16:09","","","","C5","108","","","","","","","","","","","","","","","Google Scholar","","Publisher: Wiley Online Library","<p>化学示踪剂的测量，其空间梯度主要是由于源和/或汇的时间依赖性，通常用于定义“示踪剂年龄”，以诊断运输。然而，解释这些示踪剂年龄的一个主要问题是不同的示踪剂可以产生不同的年龄，目前尚不清楚不同示踪剂测量运输的哪些方面。我们使用传输时间分布的概念来比较来自不同示踪剂（包括 CFC、氚-氦和放射性示踪剂）的时间尺度。通过对一系列传输时间分布进行系统研究，我们检查了两个示踪剂在什么条件下产生相似或不同的年龄。结果表明，示踪剂年龄可能存在显着差异，并且一般而言，示踪剂年龄不是流动的基本时间尺度。此外，即使两个示踪剂的年龄相似，这些年龄也可能与平均（理想）年龄或第三个示踪剂的年龄大不相同。还表明，对于稳定传输，示踪剂年龄的显着时间变化可能发生，这些变化与 1980 年代和 1990 年代在北大西洋和北太平洋观察到的 CFC 和氚-氦年龄变化的幅度相似。在将示踪剂年龄的变化归因于运输的变化之前，有必要考虑由稳定运输引起的示踪剂年龄的变化。还研究了使用来自不同示踪剂的年龄差异来推断有关传输时间分布的信息的可能性。结果表明，两个示踪剂年龄可以约束分布的前两个矩（平均年龄和宽度），但这些约束的紧密程度取决于所使用的示踪剂、年龄计算的确定性和流动特性。</p>","/Users/yulong/Zotero/storage/VIGDFPJY/2002JC001325.html; /Users/yulong/Zotero/storage/XMWZBMJ7/2002JC001325.html","","{index: transit time distribution}; {index: transit time}; {tracer: CFCs}; {tracer: radioactive tracer}; {tracer: tritium-helium}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XR32297X","journalArticle","2013","Shen, Jian; Hong, Bo; Kuo, Albert Y.","Using timescales to interpret dissolved oxygen distributions in the bottom waters of Chesapeake Bay","Limnology and Oceanography","","","","","A simplified conceptual model based on timescales of gravitational circulation, vertical exchange, and total oxygen consumption rate of the biochemical processes is presented to provide insight into the relationships between estuarine dynamics and bottom water dissolved oxygen (DO). Two dimensionless parameters are introduced to diagnose the relationship between the vertical exchange process and the biochemical DO consumption and the influence of gravitational circulation on replenishment of bottom DO. The relative magnitudes of these timescales provide a linkage between the physical and biochemical processes. The hypoxic and anoxic conditions in deep waters of Chesapeake Bay are successfully interpreted with these three proposed timescales. Because the Bay is a long estuary, the replenishment of the bottom DO due to gravitational circulation diminishes as the bottom water travels farther upstream. The bottom DO is mainly modulated by the vertical exchange process in the middle and upper portions of the Bay. In addition to other physical processes that affect vertical exchange, wind and freshwater are the major predictors of the vertical exchange time. The model is applicable to Chesapeake Bay and other estuaries with persistent gravitational circulation if the dimensionless parameters can be appropriately estimated.","2013","2021-10-08 12:27:41","2021-10-08 15:36:34","","2237–2248","","6","58","","","","","","","","","","","","","","","Google Scholar","","Publisher: Wiley Online Library","<p>提出了基于重力循环、垂直交换和生化过程的总耗氧率的时间尺度的简化概念模型，以深入了解河口动力学与底部水溶解氧 (DO) 之间的关系。引入两个无量纲参数来诊断垂直交换过程与生化溶解氧消耗之间的关系以及重力环流对底部溶解氧补充的影响。这些时间尺度的相对大小提供了物理和生化过程之间的联系。切萨皮克湾深水中的缺氧和缺氧条件可以用这三个建议的时间尺度成功解释。由于海湾是一个长河口，随着底部水流向上游更远，重力循环对底部溶解氧的补充减少。底部溶解氧主要受海湾中上部垂直交换过程的调节。除了影响垂直交换的其他物理过程外，风和淡水是垂直交换时间的主要预测因素。如果无量纲参数可以适当估计，该模型适用于切萨皮克湾和其他具有持续引力环流的河口。</p>","/Users/yulong/Zotero/storage/FSW4HDQH/lo.2013.58.6.html; /Users/yulong/Zotero/storage/WL5C9AEV/Shen et al. - 2013 - Using timescales to interpret dissolved oxygen dis.pdf","","{index: water age}; {method: CART}; {model: 2 layer model}; {model: HEM-3D}; {site: Chesapeake Bay}; dimensionless parameter; timescales","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPDN4NXZ","journalArticle","2007","Boano, Fulvio; Packman, A. I.; Cortis, A.; Revelli, Roberto; Ridolfi, Luca","A continuous time random walk approach to the stream transport of solutes","Water Resources Research","","","","","The transport of solutes in rivers is influenced by the exchange of water between the river and the underlying hyporheic zone. The residence times of solutes in the hyporheic zone are typically much longer than traveltimes in the stream, resulting in a significant delay in the downstream propagation of solutes. A new model for this process is proposed here on the basis of the continuous time random walk (CTRW) approach. The CTRW is a generalization of the classic random walk that can include arbitrary distributions of waiting times, and it is particularly suited to deal with the long residence times arising from hyporheic exchange. Inclusion of suitable hyporheic residence time distributions in the CTRW leads to a generalized advection-dispersion equation for in-stream concentration breakthrough curves that includes the effects of specific hyporheic exchange processes. Here examples are presented for advective hyporheic exchange resulting from regular and irregular series of bedforms. A second major advantage of the CTRW approach is that the combined effects of different processes affecting overall downstream transport can be incorporated in the model by convolving separate waiting time distributions for each relevant process. The utility of this approach is illustrated by analyzing the effects of local-scale sediment heterogeneity on bedform-induced hyporheic exchange. The ability to handle arbitrarily wide residence time distributions and the ability to assess the combined effects of multiple transport processes makes the CTRW model framework very useful for the study of solute transport problems in rivers. The model presented here can be easily extended to represent different types of surface-subsurface exchange processes and the transport of both conservative and nonconservative substances in rivers.","2007","2021-10-08 12:27:41","2021-10-09 12:44:26","","","","10","43","","","","","","","","","","","","","","","Google Scholar","","Publisher: Wiley Online Library","<p>河流中溶质的迁移受河流与下流带之间的水交换的影响。下流带中溶质的停留时间通常比流中的传播时间长得多，导致溶质下游传播的显着延迟。在连续时间随机游走 (CTRW) 方法的基础上，这里提出了该过程的新模型。 CTRW 是经典随机游走的推广，可以包括等待时间的任意分布，特别适合处理由低流交换引起的长停留时间。在 CTRW 中包含合适的低流滞留时间分布会导致包含特定低流交换过程影响的流内浓度突破曲线的广义平流-分散方程。这里给出了由规则和不规则系列床型引起的平流低流交换的例子。 CTRW 方法的第二个主要优点是，通过对每个相关过程的单独等待时间分布进行卷积，可以将影响整体下游运输的不同过程的综合影响纳入模型中。通过分析局部尺度沉积物异质性对床型诱导的潜流交换的影响，说明了这种方法的实用性。处理任意宽的停留时间分布的能力和评估多种运输过程的综合影响的能力使得 CTRW 模型框架对于研究河流中的溶质运输问题非常有用。这里介绍的模型可以很容易地扩展到代表不同类型的地表-地下交换过程以及河流中保守和非保守物质的传输。</p>","/Users/yulong/Zotero/storage/ZBX3MLTH/Boano et al. - 2007 - A continuous time random walk approach to the stre.pdf; /Users/yulong/Zotero/storage/JQFINCXF/2007WR006062.html","","{index: residence time}; {method: CTRW}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPDCMYJK","journalArticle","2020","Pham Van, Chien; De Brye, Benjamin; De Brauwere, Anouk; Hoitink, A. J. F.; Soares-Frazao, Sandra; Deleersnijder, Eric","Numerical simulation of water renewal timescales in the Mahakam Delta, Indonesia","Water","","","","","Water renewal timescales, namely age, residence time, and exposure time, which are defined in accordance with the Constituent-oriented Age and Residence time Theory (CART), are computed by means of the unstructured-mesh, finite element model Second-generation Louvain-la-Neuve Ice-ocean Model (SLIM) in the Mahakam Delta (Borneo Island, Indonesia). Two renewing water types, i.e., water from the upstream boundary of the delta and water from both the upstream and the downstream boundaries, are considered, and their age is calculated as the time elapsed since entering the delta. The residence time of the water originally in the domain (i.e., the time needed to hit an open boundary for the first time) and the exposure time (i.e., the total time spent in the domain of interest) are then computed. Simulations are performed for both low and high flow conditions, revealing that (i) age, residence time, and exposure time are clearly related to the river volumetric flow rate, and (ii) those timescales are of the order of one spring-neap tidal cycle. In the main deltaic channels, the variation of the diagnostic timescales caused by the tide is about 35% of their averaged value. The age of renewing water from the upstream boundary of the delta monotonically increases from the river mouth to the delta front, while the age of renewing water from both the upstream and the downstream boundaries monotonically increases from the river mouth and the delta front to the middle delta. Variations of the residence and the exposure times coincide with the changes of the flow velocity, and these timescales are more sensitive to the change of flow dynamics than the age. The return coefficient, which measures the propensity of water to re-enter the domain of interest after leaving it for the first time, is of about 0.3 in the middle region of the delta.","2020","2021-10-08 12:30:57","2021-10-09 13:24:23","","1017","","4","12","","","","","","","","","","","","","","","Google Scholar","","Publisher: Multidisciplinary Digital Publishing Institute","<p style=""text-align: left;"">水更新时间尺度，即年龄、停留时间和暴露时间，根据成分导向的年龄和停留时间理论 (CART) 定义，通过非结构化网格、有限元模型 Second generation Louvain 计算-la-Neuve 冰海模型 (SLIM) 在 Mahakam Delta（印度尼西亚婆罗洲岛）。考虑了两种更新水类型，即来自三角洲上游边界的水和来自上游和下游边界的水，它们的年龄计算为自进入三角洲以来经过的时间。然后计算水最初在域中的停留时间（即第一次到达开放边界所需的时间）和暴露时间（即在感兴趣的域中花费的总时间）。对低流量和高流量条件进行了模拟，表明 (i) 年龄、停留时间和暴露时间与河流体积流量明显相关，并且 (ii) 这些时间尺度大约是一个春季小潮循环。在主要三角洲河道中，潮汐引起的诊断时间尺度变化约为平均值的35%。三角洲上游边界更新水年龄从河口到三角洲前缘单调增加，而上下游边界更新水年龄从河口和三角洲前缘向中部单调增加三角洲。停留时间和暴露时间的变化与流速的变化相吻合，这些时间尺度对流动动力学的变化比年龄更敏感。衡量水首次离开后重新进入感兴趣域的倾向的返回系数在三角洲中部约为 0.3。</p>","/Users/yulong/Zotero/storage/VEYNFT2T/htm.html; /Users/yulong/Zotero/storage/RBVIPR74/1017.html","","{index: exposure time}; {index: residence time}; {index: water age}; {method: CART}; {model: SLIM}; {site: Mahakam Delta}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNEXECXX","journalArticle","2012","de Brye, Benjamin; de Brauwere, Anouk; Gourgue, Olivier; Delhez, Eric JM; Deleersnijder, Eric","Water renewal timescales in the Scheldt Estuary","Journal of Marine Systems","","","","","Using the concepts of the Constituent-oriented Age and Residence time Theory (CART), we compute timescales related to the water renewal in the Scheldt Estuary (The Netherlands/Belgium). Three different timescales are used to better understand and characterize the dynamics of the estuary: the age of the renewing water, the residence time and the exposure time. The residence time is the time taken by a water parcel to leave the estuary for the first time while the exposure time is the total time spent by a water parcel in the estuary including re-entries. The age of a renewing water parcel is defined as the time elapsed since it entered the estuary. The renewing water was split into three types: the water originating from the sea, the water originating from the upstream fresh tidal rivers and the water originating from the different canals and docks connected to the estuary. Every timescale is computed at any time and position by means of the finite-element, unstructured-mesh model SLIM. This results in movies of the timescale fields (shown as Supplementary material), allowing a detailed analysis of their spatial and temporal variabilities. The effect of the M2 tide and the discharge regime (winter, summer or average situation) on the timescales is also investigated. Tidally-averaged timescales vary little over the width of the estuary and hence exhibit a virtually one-dimensional behaviour. However, around these average values, the timescales can vary hugely over a tidal cycle, with amplitudes that significantly depend on the space coordinates. The reason thereof has yet to be elucidated. These results underscore the need for two- or three-dimensional models with high temporal resolution for investigating the dynamics of the Scheldt Estuary.","2012","2021-10-08 12:30:57","2021-10-09 13:59:17","","74–86","","","94","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","<p>使用面向成分的年龄和停留时间理论 (CART) 的概念，我们计算与斯海尔德河口（荷兰/比利时）的水更新相关的时间尺度。三个不同的时间尺度用于更好地理解和表征河口的动态：更新水的年龄、停留时间和暴露时间。停留时间是指水团第一次离开河口所花费的时间，而暴露时间是指水团在河口停留的总时间，包括重新进入河口的时间。更新水包的年龄定义为自进入河口以来经过的时间。更新水分为三类：源自海洋的水、源自上游潮汐河的水和源自与河口相连的不同运河和码头的水。每个时间尺度都通过有限元、非结构化网格模型 SLIM 在任何时间和位置计算。这导致了时间尺度场的电影（显示为补充材料），允许对其空间和时间变化进行详细分析。还研究了 M2 潮汐和排放状况（冬季、夏季或平均情况）对时间尺度的影响。</p> <p>潮汐平均时间尺度在河口的宽度上变化很小，因此表现出几乎一维的行为。然而，围绕这些平均值，时间尺度在一个潮汐周期内可能会发生巨大变化，其幅度在很大程度上取决于空间坐标。其原因尚未阐明。这些结果强调需要具有高时间分辨率的二维或三维模型来研究斯海尔德河口的动力学。</p>","/Users/yulong/Zotero/storage/R8GHDXAL/S0924796311002545.html; /Users/yulong/Zotero/storage/QE9VRTMI/de Brye et al. - 2012 - Water renewal timescales in the Scheldt Estuary.pdf","","{index: exposure time}; {index: residence time}; {index: water age}; {method: CART}; {model: model}; {model: SLIM}; {site: Scheldt Estuary}; age of the renewing water; renewing water parcel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
